student_id,access,engaged,idle_brief,idle_long,off_page_brief,off_page_long,chapter_number,book,submit,learning_duration_rounded
04347fe5-e55a-4adc-86f2-a156ddfcfc13,4/9/2023 23:48,20296435,3308952,0,6675352,278184865,4,College / Advanced Statistics and Data Science (ABCD),4/15/2023 7:03,127
04347fe5-e55a-4adc-86f2-a156ddfcfc13,4/17/2023 4:05,16467564,6631016,0,11386551,207387719,5,College / Advanced Statistics and Data Science (ABCD),4/20/2023 1:59,69
04347fe5-e55a-4adc-86f2-a156ddfcfc13,4/22/2023 5:25,23034458,3975390,10120102,7157352,354999351,6,College / Advanced Statistics and Data Science (ABCD),4/27/2023 9:27,124
04347fe5-e55a-4adc-86f2-a156ddfcfc13,5/7/2023 0:01,9422011,1078381,0,3694220,103460467,8,College / Advanced Statistics and Data Science (ABCD),5/10/2023 8:20,80
04347fe5-e55a-4adc-86f2-a156ddfcfc13,5/15/2023 8:07,15222736,2734903,0,3840568,131286687,9,College / Advanced Statistics and Data Science (ABCD),5/17/2023 5:52,45
04347fe5-e55a-4adc-86f2-a156ddfcfc13,5/23/2023 18:36,20882995,3711445,0,3830097,67273226,10,College / Advanced Statistics and Data Science (ABCD),5/25/2023 5:23,34
04347fe5-e55a-4adc-86f2-a156ddfcfc13,5/31/2023 21:31,14030032,4068787,0,3954007,30916108,11,College / Advanced Statistics and Data Science (ABCD),6/1/2023 4:47,7
04347fe5-e55a-4adc-86f2-a156ddfcfc13,3/31/2023 19:52,12122876,4882675,4246626,3883269,119828096,12,College / Advanced Statistics and Data Science (ABCD),6/6/2023 8:37,1596
045d0e87-585c-4126-a2c0-c744effb11b2,1/9/2023 0:00,4013917,1013956,0,12000,0,1,College / Advanced Statistics and Data Science (ABCD),1/9/2023 1:52,1
045d0e87-585c-4126-a2c0-c744effb11b2,1/11/2023 1:55,9659757,2307852,0,426728,14989510,2,College / Advanced Statistics and Data Science (ABCD),1/11/2023 7:34,5
045d0e87-585c-4126-a2c0-c744effb11b2,1/11/2023 7:34,10397619,1235457,0,1392732,76244306,3,College / Advanced Statistics and Data Science (ABCD),1/18/2023 10:10,170
045d0e87-585c-4126-a2c0-c744effb11b2,1/23/2023 0:02,7876055,582766,0,360439,1260961,4,College / Advanced Statistics and Data Science (ABCD),1/23/2023 3:19,3
045d0e87-585c-4126-a2c0-c744effb11b2,1/25/2023 5:34,5603548,1596309,0,0,0,5,College / Advanced Statistics and Data Science (ABCD),1/26/2023 6:23,24
045d0e87-585c-4126-a2c0-c744effb11b2,1/30/2023 1:58,5402157,152294,1560921,6,4676296,6,College / Advanced Statistics and Data Science (ABCD),1/30/2023 5:54,3
045d0e87-585c-4126-a2c0-c744effb11b2,2/8/2023 5:25,3316560,790710,0,1236927,0,8,College / Advanced Statistics and Data Science (ABCD),2/8/2023 6:54,1
045d0e87-585c-4126-a2c0-c744effb11b2,2/13/2023 3:41,4201160,461577,0,17174,0,9,College / Advanced Statistics and Data Science (ABCD),2/13/2023 5:42,2
045d0e87-585c-4126-a2c0-c744effb11b2,2/14/2023 23:48,5264438,2655379,1161205,947463,19870335,10,College / Advanced Statistics and Data Science (ABCD),2/15/2023 8:46,8
045d0e87-585c-4126-a2c0-c744effb11b2,2/25/2023 22:41,8527048,5420478,1140723,1231834,16156032,11,College / Advanced Statistics and Data Science (ABCD),2/26/2023 23:58,25
045d0e87-585c-4126-a2c0-c744effb11b2,3/5/2023 20:22,4053919,0,0,0,1393296,12,College / Advanced Statistics and Data Science (ABCD),3/5/2023 21:51,1
045d0e87-585c-4126-a2c0-c744effb11b2,3/7/2023 7:52,3158636,454420,0,0,0,13,College / Advanced Statistics and Data Science (ABCD),3/7/2023 9:28,1
045d0e87-585c-4126-a2c0-c744effb11b2,3/13/2023 7:09,5190530,1104089,0,2058282,34248359,14,College / Advanced Statistics and Data Science (ABCD),3/13/2023 9:17,2
045d0e87-585c-4126-a2c0-c744effb11b2,3/13/2023 9:21,719961,0,0,0,0,15,College / Advanced Statistics and Data Science (ABCD),3/13/2023 9:51,0
045d0e87-585c-4126-a2c0-c744effb11b2,3/13/2023 9:51,0,0,0,0,0,16,College / Advanced Statistics and Data Science (ABCD),3/13/2023 10:16,0
05588964-8577-4b9f-9a5e-ddb770184d3c,4/5/2023 5:24,4521407,1737739,0,3280794,36431155,1,College / Advanced Statistics and Data Science (ABCD),4/5/2023 23:21,17
05588964-8577-4b9f-9a5e-ddb770184d3c,4/4/2023 21:17,11424729,4827743,3509970,9549698,179652850,2,College / Advanced Statistics and Data Science (ABCD),4/24/2023 8:56,467
05588964-8577-4b9f-9a5e-ddb770184d3c,4/10/2023 8:32,9393274,2547832,0,5199416,34680416,3,College / Advanced Statistics and Data Science (ABCD),4/12/2023 23:20,62
05588964-8577-4b9f-9a5e-ddb770184d3c,4/13/2023 0:45,17045599,6737537,0,7769190,267864575,4,College / Advanced Statistics and Data Science (ABCD),4/15/2023 23:58,71
05588964-8577-4b9f-9a5e-ddb770184d3c,4/17/2023 19:38,9441218,3724595,0,4183450,97891090,5,College / Advanced Statistics and Data Science (ABCD),4/19/2023 23:08,51
05588964-8577-4b9f-9a5e-ddb770184d3c,4/19/2023 23:08,12008874,2294313,0,7975480,24691917,6,College / Advanced Statistics and Data Science (ABCD),4/29/2023 23:08,239
05588964-8577-4b9f-9a5e-ddb770184d3c,5/8/2023 2:34,5261874,1378695,6143189,6457856,87882350,8,College / Advanced Statistics and Data Science (ABCD),5/10/2023 18:07,63
05588964-8577-4b9f-9a5e-ddb770184d3c,5/10/2023 18:07,8187059,2379808,42934714,8902411,89741651,9,College / Advanced Statistics and Data Science (ABCD),5/20/2023 3:33,225
05588964-8577-4b9f-9a5e-ddb770184d3c,5/28/2023 8:39,1911564,903374,0,146083,37673258,10,College / Advanced Statistics and Data Science (ABCD),5/28/2023 9:07,0
05588964-8577-4b9f-9a5e-ddb770184d3c,5/31/2023 5:42,5095533,1666364,16550353,2619175,38605102,11,College / Advanced Statistics and Data Science (ABCD),6/2/2023 20:30,62
05588964-8577-4b9f-9a5e-ddb770184d3c,6/8/2023 4:41,1420662,0,0,466298,2813490,12,College / Advanced Statistics and Data Science (ABCD),6/9/2023 6:32,25
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/4/2023 5:36,5416631,405714,1200121,337986,10525873,1,College / Advanced Statistics and Data Science (ABCD),4/4/2023 6:21,0
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/4/2023 6:14,13916903,2296611,2327028,3230953,109528779,2,College / Advanced Statistics and Data Science (ABCD),4/5/2023 5:13,22
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/5/2023 5:13,10395369,1012225,0,1919403,107629169,3,College / Advanced Statistics and Data Science (ABCD),4/15/2023 9:18,244
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/15/2023 9:18,9533072,0,0,899695,42269669,4,College / Advanced Statistics and Data Science (ABCD),5/25/2023 22:04,972
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/17/2023 22:45,9063699,965057,0,589782,34964518,5,College / Advanced Statistics and Data Science (ABCD),4/18/2023 0:41,1
0780b2c5-b260-4a31-816e-e91ce8b403a0,4/18/2023 0:41,7136804,799089,1200064,119530,70866433,6,College / Advanced Statistics and Data Science (ABCD),5/23/2023 8:58,848
0780b2c5-b260-4a31-816e-e91ce8b403a0,5/3/2023 23:47,6199810,2822571,1345630,273385,59035704,8,College / Advanced Statistics and Data Science (ABCD),5/23/2023 10:20,466
0780b2c5-b260-4a31-816e-e91ce8b403a0,5/11/2023 7:22,6018313,497250,0,158642,0,9,College / Advanced Statistics and Data Science (ABCD),5/18/2023 8:45,169
0780b2c5-b260-4a31-816e-e91ce8b403a0,5/25/2023 1:38,2977147,1241860,0,1573811,38347546,10,College / Advanced Statistics and Data Science (ABCD),5/25/2023 23:29,21
0780b2c5-b260-4a31-816e-e91ce8b403a0,5/31/2023 8:24,7252762,6143906,2235003,2044494,49520028,11,College / Advanced Statistics and Data Science (ABCD),6/1/2023 8:39,24
0780b2c5-b260-4a31-816e-e91ce8b403a0,5/25/2023 22:00,4687246,0,0,1285472,45848474,12,College / Advanced Statistics and Data Science (ABCD),6/8/2023 10:54,324
08929fc3-2331-4c9a-bd15-68147ea87d01,4/4/2023 23:21,3946562,427687,0,1729515,17931404,1,College / Advanced Statistics and Data Science (ABCD),4/6/2023 0:21,25
08929fc3-2331-4c9a-bd15-68147ea87d01,4/6/2023 0:21,13216901,7705092,0,7017124,243934390,2,College / Advanced Statistics and Data Science (ABCD),4/13/2023 2:07,169
08929fc3-2331-4c9a-bd15-68147ea87d01,4/13/2023 2:07,8875119,519190,0,1621490,142221689,3,College / Advanced Statistics and Data Science (ABCD),4/17/2023 5:12,99
08929fc3-2331-4c9a-bd15-68147ea87d01,4/17/2023 5:12,10909701,4724064,42701532,1473148,118034508,4,College / Advanced Statistics and Data Science (ABCD),4/20/2023 18:32,85
08929fc3-2331-4c9a-bd15-68147ea87d01,4/21/2023 1:20,7950546,1518513,2068825,1295245,78580321,5,College / Advanced Statistics and Data Science (ABCD),4/22/2023 5:49,28
08929fc3-2331-4c9a-bd15-68147ea87d01,4/22/2023 5:49,6404797,3361721,0,4242324,192453066,6,College / Advanced Statistics and Data Science (ABCD),4/25/2023 4:57,71
08929fc3-2331-4c9a-bd15-68147ea87d01,4/29/2023 6:45,3474052,1184053,41941880,1852494,37544834,8,College / Advanced Statistics and Data Science (ABCD),4/30/2023 8:18,25
08929fc3-2331-4c9a-bd15-68147ea87d01,4/30/2023 8:18,9111739,5796424,38123667,3295330,152243519,9,College / Advanced Statistics and Data Science (ABCD),5/4/2023 0:00,87
08929fc3-2331-4c9a-bd15-68147ea87d01,5/5/2023 21:04,3123589,2764208,976528,1545098,31342906,10,College / Advanced Statistics and Data Science (ABCD),5/6/2023 8:11,11
08929fc3-2331-4c9a-bd15-68147ea87d01,5/6/2023 8:11,5215936,1207457,40962499,2501237,250391016,11,College / Advanced Statistics and Data Science (ABCD),5/22/2023 6:09,381
08929fc3-2331-4c9a-bd15-68147ea87d01,5/28/2023 1:09,3301067,0,0,78279,0,12,College / Advanced Statistics and Data Science (ABCD),5/28/2023 2:06,0
08929fc3-2331-4c9a-bd15-68147ea87d01,5/10/2023 18:31,3955066,1114631,0,245854,33339093,13,College / Advanced Statistics and Data Science (ABCD),5/30/2023 4:39,466
08929fc3-2331-4c9a-bd15-68147ea87d01,5/30/2023 4:37,4637414,914561,0,75801,127851831,14,College / Advanced Statistics and Data Science (ABCD),6/4/2023 2:36,117
0a1c6dbe-74fc-4984-9721-f301535753a4,1/9/2023 5:31,3994583,624735,0,170127,0,1,College / Advanced Statistics and Data Science (ABCD),1/10/2023 22:52,41
0a1c6dbe-74fc-4984-9721-f301535753a4,1/10/2023 22:52,6516651,2443172,0,1241348,0,2,College / Advanced Statistics and Data Science (ABCD),1/28/2023 19:08,428
0a1c6dbe-74fc-4984-9721-f301535753a4,1/20/2023 2:19,11620528,4461059,2213220,183918,2539222,3,College / Advanced Statistics and Data Science (ABCD),1/28/2023 19:02,208
0a1c6dbe-74fc-4984-9721-f301535753a4,1/21/2023 2:23,9642531,6056063,0,685106,1126026,4,College / Advanced Statistics and Data Science (ABCD),2/2/2023 21:24,307
0a1c6dbe-74fc-4984-9721-f301535753a4,2/2/2023 21:24,3886277,0,0,1439963,0,5,College / Advanced Statistics and Data Science (ABCD),2/2/2023 22:24,0
0a1c6dbe-74fc-4984-9721-f301535753a4,2/2/2023 22:24,4641552,292993,0,1007720,2962007,6,College / Advanced Statistics and Data Science (ABCD),2/3/2023 0:04,1
0a1c6dbe-74fc-4984-9721-f301535753a4,2/6/2023 2:24,3589507,794782,0,388769,42401644,8,College / Advanced Statistics and Data Science (ABCD),2/7/2023 21:01,42
0a1c6dbe-74fc-4984-9721-f301535753a4,2/7/2023 21:01,3219791,798082,0,0,0,9,College / Advanced Statistics and Data Science (ABCD),2/8/2023 7:47,10
0a1c6dbe-74fc-4984-9721-f301535753a4,2/20/2023 3:45,1578165,0,0,8141,0,10,College / Advanced Statistics and Data Science (ABCD),2/20/2023 4:13,0
0a1c6dbe-74fc-4984-9721-f301535753a4,2/20/2023 4:13,3850562,122246,0,262833,0,11,College / Advanced Statistics and Data Science (ABCD),3/2/2023 0:09,235
0a1c6dbe-74fc-4984-9721-f301535753a4,3/1/2023 23:34,1646179,128257,0,0,0,12,College / Advanced Statistics and Data Science (ABCD),3/2/2023 0:04,0
0a1c6dbe-74fc-4984-9721-f301535753a4,3/13/2023 19:44,2149444,749263,0,503885,0,13,College / Advanced Statistics and Data Science (ABCD),3/13/2023 20:43,0
0a1c6dbe-74fc-4984-9721-f301535753a4,3/13/2023 20:43,2610067,1507633,0,300137,0,14,College / Advanced Statistics and Data Science (ABCD),3/19/2023 21:24,144
0a1c6dbe-74fc-4984-9721-f301535753a4,3/19/2023 21:25,1433288,554232,0,277189,0,15,College / Advanced Statistics and Data Science (ABCD),3/20/2023 22:29,25
0a1c6dbe-74fc-4984-9721-f301535753a4,3/20/2023 21:50,1373279,615145,0,556,0,16,College / Advanced Statistics and Data Science (ABCD),3/20/2023 22:23,0
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/8/2023 9:17,4569588,483312,0,522636,34015101,1,College / Advanced Statistics and Data Science (ABCD),4/9/2023 9:25,24
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/9/2023 3:26,14467422,3722129,4337590,3000272,111700379,2,College / Advanced Statistics and Data Science (ABCD),4/10/2023 5:58,26
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/11/2023 1:59,10443384,4036794,3312934,3382104,98373214,3,College / Advanced Statistics and Data Science (ABCD),4/16/2023 1:00,119
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/16/2023 1:00,10601313,1813130,0,3328669,54065519,4,College / Advanced Statistics and Data Science (ABCD),4/16/2023 5:48,4
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/18/2023 19:55,4024181,1606607,0,79106,100049692,5,College / Advanced Statistics and Data Science (ABCD),4/21/2023 1:41,53
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,4/21/2023 1:41,4068750,3928496,0,3431247,55775015,6,College / Advanced Statistics and Data Science (ABCD),4/30/2023 3:47,218
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,5/11/2023 23:12,2779848,1028023,0,207334,8592455,8,College / Advanced Statistics and Data Science (ABCD),5/12/2023 2:40,3
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,5/19/2023 17:15,2853339,352658,0,854422,3655141,9,College / Advanced Statistics and Data Science (ABCD),5/19/2023 20:26,3
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,5/26/2023 20:45,1323241,0,1357632,50197,0,10,College / Advanced Statistics and Data Science (ABCD),5/26/2023 21:07,0
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6/2/2023 17:05,4309619,1762422,1042646,836704,44988814,11,College / Advanced Statistics and Data Science (ABCD),6/3/2023 7:04,13
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6/8/2023 5:27,2990931,1030754,7392485,1007295,7593145,12,College / Advanced Statistics and Data Science (ABCD),6/9/2023 5:27,23
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/3/2023 14:09,15170192,10519410,17943463,3708799,101031644,1,College / Advanced Statistics and Data Science (ABCD),6/2/2023 23:16,1449
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/4/2023 23:36,41105726,19268386,3376625,10418647,116328674,2,College / Advanced Statistics and Data Science (ABCD),6/3/2023 2:25,1418
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/12/2023 0:19,58346266,31709566,18689564,14505500,282419866,3,College / Advanced Statistics and Data Science (ABCD),6/3/2023 20:06,1267
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/15/2023 21:58,58246349,15606539,7992696,9845498,77783386,4,College / Advanced Statistics and Data Science (ABCD),6/4/2023 3:11,1181
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/20/2023 8:29,39364158,18300716,6712377,6321327,42163398,5,College / Advanced Statistics and Data Science (ABCD),6/4/2023 7:30,1079
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,4/25/2023 19:12,63047715,27818911,1506990,10491449,147044649,6,College / Advanced Statistics and Data Science (ABCD),6/5/2023 5:20,970
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,5/5/2023 12:21,43854515,18390839,8826076,11371074,191756224,8,College / Advanced Statistics and Data Science (ABCD),6/11/2023 6:00,881
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,5/18/2023 5:37,46404948,19325214,18080837,11235274,177011685,9,College / Advanced Statistics and Data Science (ABCD),6/12/2023 1:53,596
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,5/25/2023 1:57,37617456,22083174,13706520,10127121,116416701,10,College / Advanced Statistics and Data Science (ABCD),6/10/2023 16:05,398
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,5/26/2023 5:32,44101136,17548128,9661422,7400005,200131589,11,College / Advanced Statistics and Data Science (ABCD),6/12/2023 15:07,417
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6/2/2023 21:04,30536573,13744295,1306984,14970800,105091826,12,College / Advanced Statistics and Data Science (ABCD),6/13/2023 20:26,263
0f122889-830d-40c1-a6f8-f432cb327190,1/10/2023 1:45,5925721,1246743,0,1789830,3689866,1,College / Statistics and Data Science (ABC),1/10/2023 6:29,4
0f122889-830d-40c1-a6f8-f432cb327190,1/10/2023 6:30,22299711,12075240,7782610,15487746,49499175,2,College / Statistics and Data Science (ABC),1/15/2023 0:16,113
0f122889-830d-40c1-a6f8-f432cb327190,1/14/2023 6:20,18450960,5453196,2111869,9714802,39274689,3,College / Statistics and Data Science (ABC),1/18/2023 6:39,96
0f122889-830d-40c1-a6f8-f432cb327190,1/15/2023 0:48,24242648,11529247,2505055,9893948,24023238,4,College / Statistics and Data Science (ABC),1/21/2023 9:21,152
0f122889-830d-40c1-a6f8-f432cb327190,1/25/2023 4:56,14547533,6273867,1260798,7536603,63395077,5,College / Statistics and Data Science (ABC),1/27/2023 0:19,43
0f122889-830d-40c1-a6f8-f432cb327190,1/27/2023 0:18,19416739,2580996,0,5112661,102171994,6,College / Statistics and Data Science (ABC),1/31/2023 7:11,102
0f122889-830d-40c1-a6f8-f432cb327190,2/9/2023 23:56,12944975,5537287,1197911,4427490,36545812,8,College / Statistics and Data Science (ABC),2/15/2023 18:03,138
0f122889-830d-40c1-a6f8-f432cb327190,2/21/2023 23:56,17135707,7431086,0,8899237,104333566,9,College / Statistics and Data Science (ABC),2/24/2023 6:16,54
0f122889-830d-40c1-a6f8-f432cb327190,2/24/2023 6:16,13975751,1633061,0,6769802,39343645,10,College / Statistics and Data Science (ABC),3/3/2023 6:19,168
0f122889-830d-40c1-a6f8-f432cb327190,3/3/2023 6:19,14374485,4688719,0,6809781,32633626,11,College / Statistics and Data Science (ABC),3/8/2023 8:15,121
0f122889-830d-40c1-a6f8-f432cb327190,3/15/2023 0:19,10197289,7526272,7002385,2654970,26781011,12,College / Statistics and Data Science (ABC),3/16/2023 6:48,30
108b5ee7-3cab-468b-b937-535d91da2fd5,1/11/2023 18:45,2184800,300560,0,2681210,2731021,1,College / Advanced Statistics and Data Science (ABCD),1/31/2023 0:16,461
108b5ee7-3cab-468b-b937-535d91da2fd5,1/11/2023 19:51,7583610,1381001,0,4986122,1348131,2,College / Advanced Statistics and Data Science (ABCD),1/31/2023 18:35,478
108b5ee7-3cab-468b-b937-535d91da2fd5,1/17/2023 17:49,9004391,2229000,0,4146912,9185056,3,College / Advanced Statistics and Data Science (ABCD),2/1/2023 0:53,343
108b5ee7-3cab-468b-b937-535d91da2fd5,1/24/2023 3:09,8838635,3079973,0,3397394,5339865,4,College / Advanced Statistics and Data Science (ABCD),2/1/2023 22:14,211
108b5ee7-3cab-468b-b937-535d91da2fd5,1/31/2023 19:50,3977609,2315881,2472764,3408760,12573256,5,College / Advanced Statistics and Data Science (ABCD),3/6/2023 18:25,814
108b5ee7-3cab-468b-b937-535d91da2fd5,2/6/2023 18:54,6323540,4590678,0,4309330,7021093,6,College / Advanced Statistics and Data Science (ABCD),3/8/2023 17:59,719
108b5ee7-3cab-468b-b937-535d91da2fd5,2/23/2023 3:13,3574888,1610683,0,1696878,6396169,8,College / Advanced Statistics and Data Science (ABCD),3/8/2023 21:34,330
108b5ee7-3cab-468b-b937-535d91da2fd5,2/27/2023 23:29,3286802,219514,0,1408783,0,9,College / Advanced Statistics and Data Science (ABCD),3/8/2023 22:46,215
108b5ee7-3cab-468b-b937-535d91da2fd5,3/8/2023 22:49,4029997,196472,0,882415,0,10,College / Advanced Statistics and Data Science (ABCD),3/29/2023 16:10,497
108b5ee7-3cab-468b-b937-535d91da2fd5,3/19/2023 1:12,4581733,1074681,0,813810,9942349,11,College / Advanced Statistics and Data Science (ABCD),3/29/2023 17:48,256
108b5ee7-3cab-468b-b937-535d91da2fd5,3/29/2023 17:48,3693838,612678,0,213850,0,12,College / Advanced Statistics and Data Science (ABCD),3/29/2023 19:03,1
108b5ee7-3cab-468b-b937-535d91da2fd5,3/29/2023 19:11,4433832,2622206,0,4031861,4233739,13,College / Advanced Statistics and Data Science (ABCD),4/21/2023 17:30,550
108b5ee7-3cab-468b-b937-535d91da2fd5,3/29/2023 19:22,1540579,2747741,0,16487,0,14,College / Advanced Statistics and Data Science (ABCD),4/21/2023 18:30,551
11752721-25a2-4881-995f-cd319c9451c7,1/29/2023 8:36,3695715,448856,0,686012,0,1,College / Statistics and Data Science (ABC),5/5/2023 23:50,2319
11752721-25a2-4881-995f-cd319c9451c7,1/29/2023 9:42,10516116,1502059,0,1211647,15151700,2,College / Statistics and Data Science (ABC),5/6/2023 0:02,2318
11752721-25a2-4881-995f-cd319c9451c7,2/4/2023 9:08,4538003,1224527,0,507840,1450408,3,College / Statistics and Data Science (ABC),5/6/2023 0:19,2175
11752721-25a2-4881-995f-cd319c9451c7,2/13/2023 4:51,6913124,4418347,0,2776315,7222345,4,College / Statistics and Data Science (ABC),2/14/2023 5:29,24
11752721-25a2-4881-995f-cd319c9451c7,2/22/2023 16:57,10796434,5952333,0,1823198,19754136,5,College / Statistics and Data Science (ABC),2/27/2023 6:57,110
11752721-25a2-4881-995f-cd319c9451c7,2/27/2023 6:57,4891998,2279864,0,2905362,37252977,6,College / Statistics and Data Science (ABC),5/6/2023 0:48,1625
11752721-25a2-4881-995f-cd319c9451c7,3/14/2023 4:42,12865731,15774240,0,7659331,54502726,8,College / Statistics and Data Science (ABC),3/22/2023 3:13,190
11752721-25a2-4881-995f-cd319c9451c7,3/22/2023 3:13,12732805,5019667,0,2799254,11045758,9,College / Statistics and Data Science (ABC),4/10/2023 6:58,459
11752721-25a2-4881-995f-cd319c9451c7,4/10/2023 6:45,6560374,2313027,0,4036805,69908421,10,College / Statistics and Data Science (ABC),4/17/2023 7:01,168
11752721-25a2-4881-995f-cd319c9451c7,4/17/2023 6:59,11530295,1800793,0,2566044,1581871,11,College / Statistics and Data Science (ABC),4/24/2023 6:27,167
11752721-25a2-4881-995f-cd319c9451c7,4/22/2023 8:34,12048552,4323639,1007696,4217319,68333999,12,College / Statistics and Data Science (ABC),4/29/2023 6:42,166
